Date,Title,Lang,URL,Title_en
2015-03-10 23:30:00,"Este es el año más importante del siglo para el desarrollo, según la ONU",spa,http://www.rcnradio.com/noticias/este-es-el-ano-mas-importante-del-siglo-para-el-desarrollo-segun-la-onu-198264,"This is the most important year of the century for development, according to the UN"
2015-03-11 17:15:00,¿De qué forma están ligadas el agua y la energía? Vea lo que revela un reciente informe de la ONU,spa,http://www.informativo.co/noticia/de-que-forma-estan-ligadas-el-agua-y-la-energia-vea-lo-que-revela-un-reciente-informe-de-la-onu-43004,How are water and energy linked? See what a recent UN report reveals
2015-03-12 09:30:00,El clima ficción llega a las clases de literatura,spa,http://www.ipsnoticias.net/2015/03/el-clima-ficcion-llega-a-las-clases-de-literatura/,The fiction climate reaches literature classes
2015-03-12 20:30:00,Majdnem 1500 új tengeri fajt azonosítottak a kutatók,hun,http://www.blikk.hu/blikk_aktualis/majdnem-1500-uj-tengeri-fajt-azonositottak-a-kutatok-2337353,"Almost 1,500 new seas were identified by researchers"
2015-03-13 16:30:00,Benzino | 1 puslapis,lit,http://balsas.tv3.lt/susije/Benzino/,Petrol | 1 page
2015-03-14 11:45:00,Нивото на река Марица при Пазарджик се е повишило с 8 сантиметра,bul,http://www.focus-news.net/news/2015/03/14/2037110/nivoto-na-reka-maritsa-pri-pazardzhik-se-e-povishilo-s-8-santimetra.html,The Maritza River level at Pazardzhik has risen by 8 centimeters
2015-03-15 07:30:00,Quedamos sin los recursos con los que nos ganábamos la vida,spa,http://www.lagaceta.com.ar/nota/630124/sociedad/quedamos-sin-recursos-nos-ganabamos-vida.html,We are left without the resources with which we made our lives
2015-03-16 03:00:00,Dari Kampanye Lingkungan untuk Memajukan Dialog Publik: Komunikasi Lingkungan untuk Keterlibatan Masyarakat,ind,http://green.kompasiana.com/penghijauan/2015/03/16/dari-kampanye-lingkungan-untuk-memajukan-dialog-publik-komunikasi-lingkungan-untuk-keterlibatan-masyarakat-730389.html,From environmental campaigns to advance public dialogue: environmental communication for community involvement
2015-03-16 12:30:00,� ади солидарности со страждущими ООН составит плейлист счастья,rus,http://nv.ua/lifestyle/showbiz/radi-solidarnosti-so-strazhdushchimi-oon-sostavit-pleylist-schastya-39171.html,� Adi Solidarity with the Subanicious UN will be a playlist of happiness
2015-03-16 20:15:00,Real.gr - Διεθνή,ell,http://www.real.gr/DefaultArthro.aspx?page=arthro&id=400723&catID=4,Real.gr - International
2015-03-17 09:45:00,DagensPS.se,swe,http://www.dagensps.se/artiklar/2015/03/17/06525560/index.xml,DagensPS.se
2015-03-17 17:00:00,Schulz: « les relations UE-Chine méritent le plus haut niveau de soutien et d'ambition »,fra,http://www.europarl.europa.eu/news/fr/news-room/content/20150317STO35011/html/Schulz-%C2%AB-les-relations-UE-Chine-m%C3%A9ritent-le-plus-haut-niveau-de-soutien-%C2%BB,"Schulz: ""EU-China relations deserve the highest level of support and ambition"""
2015-03-18 04:15:00,Defensa: El Ejército Argentino se equipó por 930 millones de pesos - Informacion General | La Capital de Rosario,spa,http://www.lacapital.com.ar/contenidos/2015/03/17/noticia_5370.html,Defense: The Argentine Army was equipped for 930 million pesos - General Information | The capital of Rosario
2015-03-18 15:15:00,Play/Listen: Vermehret das Bruttoglobalglück - News Kultur: Musik,deu,http://bazonline.ch/kultur/pop-und-jazz/PlayListen-Vermehret-das-Bruttoglobalglueck/story/20641037,Play/Lists: increases the gross global happiness - news culture: music
2015-03-19 00:45:00,�� 新反恐法案听证走过场,zho,http://www.ccvoice.ca/?p=45281,�� The new Counter-Terrorism Bill Hearings Goes Moment
2015-03-19 13:00:00,Green Savers – Pacífico: 10 milhões de habitantes na encruzilhada irónica da água,por,http://greensavers.sapo.pt/2015/03/19/pacifico-10-milhoes-de-habitantes-na-encruzilhada-ironica-da-agua/,Green Savers - Pacific: 10 million inhabitants in the IRONIC WATER CROSS
2015-03-19 22:15:00,Un chaleco busca regresar los 'sentidos' a quienes carecen de ellos,spa,http://www.cnnmexico.com/tecnologia/2015/03/19/un-chaleco-busca-regresar-los-sentidos-a-quienes-carecen-de-ellos,A vest seeks to return the 'senses' to those who lack them
2015-03-20 08:45:00,UNO warnt vor akutem Wassermangel « DiePresse.com,deu,http://diepresse.com/home/panorama/klimawandel/4689698/UNO-warnt-vor-akutem-Wassermangel,UN warns of acute lack of water «Diepresse.com
2015-03-20 16:00:00,jv.dk - Nyheder - Indland,dan,http://www.jv.dk/artikel/1973247:Indland--Fransk-udenrigsminister-paa-klimavisit-i-GrOenland,jv.dk - news - inland
2015-03-21 03:00:00,"Pharrell Williams se toma la ONU: ""Deben saber que la felicidad es su derecho de nacimiento""",spa,http://www.lasegunda.com/noticias/culturaespectaculos/2015/03/999914/pharrell-williams-se-toma-la-onu-deben-saber-que-la-felicidad-es-su-derecho-de-nacimiento,"Pharrell Williams takes the UN: ""They must know that happiness is their birth right"""
2015-03-21 14:15:00,"Il forum meteo di MeteoLive.it, il primo creato in Europa, on-line dal 1998 - Leggi argomento",ita,http://meteolive.leonardo.it/meteoforum/post755466.html,"The weather forum of Meteolive.it, the first created in Europe, online since 1998 - View topic"
2015-03-22 03:45:00,2014中国应对气候变化和低碳发展十大新闻发布_应对 气候变化 低_青岛网络广播电视台新闻频道,zho,http://news.qtv.com.cn/system/2015/03/22/012241552.shtml,Top 10 news releases in China's response to climate change and low carbon development in 2014_Response to climate change Low_Qingdao Online Radio and Television Station News Channel
2015-03-22 15:00:00,".:( Journée mondiale de la météorologie : ""Climat",fra,http://www.lopinion.ma/def.asp?codelangue=23&id_info=44765&date_ar=2015-3-22%2014:45:00,". :( World meteorology day: ""Climate"
2015-03-23 05:30:00,البوابة نيوز: اليوم.. انطلاق الاجتماعات التحضيرية للقمة العربية في شرم الشيخ,ara,http://www.albawabhnews.com/1187216,Al -Bawaba News: Today .. the start of the preparatory meetings of the Arab Summit in Sharm El -Sheikh
2015-03-23 14:45:00,Permakültür ekolojik yaşam eğitimleri başladı,tur,http://www.sureklihaber.com/guncel/permakultur-ekolojik-yasam-egitimleri-basladi-h107957.html,Permaculture Ecological Life Trainings Started
2015-03-23 23:15:00,Nueva granizada en Bogotá en medio de emergencias por lluvias,spa,http://www.rcnradio.com/noticias/nueva-granizada-en-bogota-en-medio-de-emergencias-por-lluvias-200960,New hailstorm in Bogotá in the medium of emergency for rains
2015-03-24 09:45:00,Papa reduce agenda por encíclica sobre ecología,spa,http://globedia.com/papa-reduce-agenda-enciclica-ecologia,Pope reduces an encyclical agenda on ecology
2015-03-24 18:00:00,Türkiye'nin hedefi 150 milyar dolar - Ekonomi,tur,http://www.arcaajans.com/haber/ekonomi/turkiye-nin-hedefi-150-milyar-dolar/766558/,Türkiye's goal is 150 billion dollars - economy
2015-03-25 09:15:00,Connaître et défendre les abeilles: un site accessible au public,fra,http://www.rtbf.be/info/societe/detail_vivelesabeilles-be-doit-eduquer-le-public-sur-les-abeilles?id=8939972,Know and defend bees: a site accessible to the public
2015-03-25 19:30:00,Marino doa obra de arte para lembrar Charlie Hebdo - Itália,por,http://ansabrasil.com.br/brasil/noticias/italia/noticias/2015/03/25/Marino-doa-obra-arte-lembrar-Charlie-Hebdo_8418948.html,Marino donates artwork to remember Charlie Hebdo - Italy
2015-03-26 11:15:00,Minister životného prostredia sa zapojí do Hodiny Zeme,slk,http://www.24hod.sk/minister-zivotneho-prostredia-sa-zapoji-do-hodiny-zeme-cl348328.html,The Minister of the Environment will be involved in the Earth Hour
2015-03-26 19:00:00,Seruan agar Indonesia agendakan pembangunan berkelanjutan,ind,http://www.antaranews.com/berita/487632/seruan-agar-indonesia-agendakan-pembangunan-berkelanjutan,Call for Indonesia to schedule sustainable development
2015-03-27 09:15:00,Antarctique: l'épaisseur des glaces réduite de 20% - Monde - Actualités - Arcinfo,fra,http://lexpress.ch/fr/monde/antarctique-l-epaisseur-des-glaces-reduite-de-20-577-1436249,Antarctica: the thickness of the reduced ice cream by 20% - World - News - Arcinfo
2015-03-27 16:45:00,Lluvias ceden y se inicia la reconstrucción en el norte chileno,spa,http://www.entornointeligente.com/articulo/5451003/Lluvias-ceden-y-se-inicia-la-reconstruccioacute,Rains yield and reconstruction begins in the Chilean north
2015-03-28 02:30:00,"Quiroga: ""La ola de cambio comenzará en Neuquén""",spa,http://www.lmneuquen.com.ar/noticias/2015/3/27/quiroga-la-ola-de-cambio-comenzara-en-neuquen_250757,"Quiroga: ""The change wave will begin in Neuquén"""
2015-03-28 13:30:00,ماروك برس » � القمة العربية في شرم الشيخ تبحث الأزمات في المنطقة العربية وتحديات الأمن القومي,ara,http://www.marocpress.com/chaabpress/article-531966.html,Maroc Press »The Arab Summit in Sharm El -Sheikh is looking for crises in the Arab region and the challenges of national security
2015-03-28 21:15:00,السلطنة تشارك في «ساعة الأرض» وتطفئ الأضواء,ara,http://omandaily.om/?p=216821,"The Sultanate participates in the ""Hour of the Earth"" and extinguishes the lights"
2015-03-29 06:00:00,Se apagaron las luces en La Hora del Planeta,spa,http://www.lanacion.com.py/2015/03/29/se-apagaron-las-luces-en-la-hora-del-planeta/,The lights went out at the planet's time
2015-03-29 16:00:00,Le Vietnam dope sa production de riz mais aussi ses problèmes environnementaux - France-Monde,fra,http://www.nordeclair.fr/france-monde/le-vietnam-dope-sa-production-de-riz-mais-aussi-ses-ia0b0n684002,Vietnam boosts its production of rice but also its environmental problems - France -Monde
2015-03-30 11:00:00,চীনের পথে সৌরবিমান ইমপালস টু,ben,http://www.arthosuchak.com/archives/170223/%E0%A6%9A%E0%A7%80%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%AA%E0%A6%A5%E0%A7%87-%E0%A6%B8%E0%A7%8C%E0%A6%B0%E0%A6%AC%E0%A6%BF%E0%A6%AE%E0%A6%BE%E0%A6%A8-%E0%A6%87%E0%A6%AE%E0%A6%AA%E0%A6%BE%E0%A6%B2/,Sauraban Impulse Two on the way to China
2015-03-31 04:00:00,Publican nuevos mapas para ubicar a los bosques del mundo con alta precisión,spa,http://ojo.pe/internacional/publican-nuevos-mapas-para-ubicar-a-los-bosques-del-mundo-con-alta-precision-195351/,They publish new maps to locate the forests of the world with high precision
2015-03-31 16:30:00,Pocos países anuncian objetivos de reducción de gases contaminantes,spa,http://www.publinews.gt/mundo/pocos-paises-anuncian-objetivos-de-reduccion-de-gases-contaminantes/nZsocE---Y74sscySkbBmkg0icFQn7g/,Few countries announce pollutant gas reduction objectives
2015-04-01 08:00:00,Ağrı'da üniversiteliler küresel ısınmaya dikkat çekti,tur,http://www.aydinses.com/genel/agri-da-universiteliler-kuresel-isinmaya-dikkat-cekti-h515313.html,University students drew attention to global warming in Ağrı
2015-04-01 19:30:00,"Une grenouille ""Transformer"" découverte dans la jungle en Équateur - France-Monde",fra,http://www.nordeclair.fr/france-monde/une-grenouille-transformer-decouverte-dans-la-jungle-en-jna0b0n688170,"A frog ""transform"" discovered in the jungle into equator - France -world"
2015-04-02 18:00:00,"Descubren rana ""Transformer"" que puede alterar su aspecto en segundos",spa,http://hsbnoticias.com/noticias/ciencia/descubren-rana-transformer-que-puede-alterar-su-aspecto-en-s-131833,"They discover ""transformer"" frog that can alter their appearance in seconds"
2015-04-04 06:15:00,Legisladores de EE.UU. quieren normar extracto de cannabis,spa,http://www.emol.com/noticias/internacional/2015/04/03/711184/legisladores-de-eeuu-quieren-normar-extracto-de-cannabis.html,US legislators want to regulate cannabis extract
2015-04-05 22:30:00,Leonardo DiCaprio construirá resort ecológico em uma ilha de Belize - Notícias,por,http://noticias.r7.com/internacional/leonardo-dicaprio-construira-resort-ecologico-em-uma-ilha-de-belize-05042015,Leonardo DiCaprio will build an ecological resort on an island of Belize - News
2015-04-06 21:45:00,Prometedora técnica para combustibles limpios y económicos,spa,http://www.entornointeligente.com/articulo/5540700/Prometedora-tecnica-para-combustibles-limpios-y-economicos-06042015%20style=,Technical promising for clean and economic fuels
2015-04-07 15:00:00,Fleischkonsum: Petition fordert transparente Folgekosten der Fleischproduktion,deu,http://www.blick.ch/news/schweiz/fleischkonsum-petition-fordert-transparente-folgekosten-der-fleischproduktion-id3634637.html,Meat consumption: Petition demands transparent follow -up costs of meat production
2015-04-08 07:45:00,"DGAP-News: Heliocentris Energy Solutions AG: Heliocentris gewinnt Partner Award von 'du' und schließt weiteren Vertrag im Wert von rund 1,6 Mio. EUR ab (deutsch)",deu,http://www.finanztreff.de/news/dgap-news-heliocentris-energy-solutions-ag-heliocentris-gewinnt-partner-award-von-du-und-s/10423621,DGAP-News: Heliocentris Energy Solutions AG: Heliocentris wins Partner Award from 'du' and concludes further contract worth around EUR 1.6 million (German)
2015-04-08 23:00:00,Espera Obama en cumbre de Panamá consolidar relación con Latinoamérica,spa,http://rotativo.com.mx/noticias/internacionales/397674-espera-obama-en-cumbre-de-panama-consolidar-relacion-con-latinoamerica/,Waiting Obama at Panama Summit Consolidate Relationship with Latin America
2015-04-09 14:45:00,Les lions de mer victimes du réchauffement climatique,fra,http://www.francetvinfo.fr/monde/usa/les-lions-de-mer-victimes-du-rechauffement-climatique_872419.html,Sea lions victims of global warming
2015-04-10 08:30:00,100% d'électricité verte en 2050 ?,fra,http://www.latribune.fr/economie/france/100-d-electricite-verte-en-2050-467904.html,100% green electricity in 2050?
2015-04-10 22:45:00,Elecciones municipales: Alcaldes de lo grande y lo pequeño | Opinión,spa,http://elpais.com/elpais/2015/04/09/opinion/1428574459_988691.html,Municipal elections: Mayors of the big and the small | Opinion
2015-04-11 21:00:00,Ollanta Humala: Debemos entender que el enemigo es la desigualdad,spa,http://www.ultimasnoticias.com.ve/noticias/actualidad/mundo/ollanta-humala-debemos-entender-que-el-enemigo-es-.aspx,Ollanta Humala: We must understand that the enemy is inequality
2015-04-12 13:45:00,브라질 호세프 대통� � 6월 말 미국 방문(종합),kor,http://www.yonhapnews.co.kr/bulletin/2015/04/12/0200000000AKR20150412070000094.HTML,Brazilian Josef University Visit to the US at the end of June (General)
2015-04-13 10:30:00,La última cita con Günter Grass | Cultura,spa,http://cultura.elpais.com/cultura/2015/04/13/actualidad/1428918239_167030.html,The last appointment with Günter Grass | Culture
2015-04-13 23:00:00,海水變暖將改變英國人飲食習慣？,zho,http://www.bbc.co.uk/zhongwen/trad/uk/2015/04/150413_uk_warm_sea_fish,海水變暖將改變英國人飲食習慣？
2015-04-14 13:00:00,"Günter Grass: ""El dolor es la principal causa que me hace trabajar y crear""",spa,http://www.larepublica.pe/14-04-2015/el-dolor-es-la-principal-causa-que-me-hace-trabajar-y-crear,"Günter Grass: ""Pain is the main cause that makes me work and create"""
2015-04-15 00:30:00,En Londres se manifiestan con emojis contra el cambio climático,spa,http://www.sinembargo.mx/14-04-2015/1312577,In London they manifest with emojis against climate change
2015-04-15 16:45:00,"[ Siena ] Olivicoltura, i cambiamenti climatici la causa del flop dell’ultimo anno. Conaf: ""Trend preoccupante""",ita,http://www.gonews.it/2015/04/15/olivicoltura-i-cambiamenti-climatici-la-causa-del-flop-dellultimo-anno-conaf-trend-preoccupante/,"[Siena] Olivicoltura, climate change the cause of the latest year flop. Conaf: ""worrying trend"""
2015-04-16 12:30:00,Moçambique para todos: Sensatez e o fim do jogo sujo são chamados �  mesa,por,http://macua.blogs.com/moambique_para_todos/2015/04/sensatez-e-o-fim-do-jogo-sujo-s%C3%A3o-chamados-%C3%A0-mesa.html,Mozambique for all: wisdom and the end of the dirty game are called the table
2015-04-17 06:45:00,Renzi in Usa: Italia bella addormentata. Avanti con riforme,ita,http://tg24.sky.it/tg24/mondo/2015/04/17/renzi_washington_italia_bella_addormentata_avanti_con_riforme.html,Renzi in the USA: Italy asleep. Forward with reforms
2015-04-17 22:15:00,"�� 拿大安大略省即将采用""碳交易方式""控制温室气体排放_新闻中心_大河网",zho,http://news.dahe.cn/2015/04-18/104793000.html,"Ontario, Canada will soon adopt the ""carbon trading method"" to control greenhouse gas emissions_News Center_Dahe.com"
2015-04-18 15:45:00,Klimaforandringer er hård nyser for allergikerne - sn.dk - Forsiden,dan,http://sn.dk/Danmark/Klimaforandringer-er-haard-nyser-for-allergikerne/artikel/482234,Climate change is hard sneezes for the allergy - sn.dk - the front page
2015-04-19 14:00:00,Weekend Wetenschap,nld,http://www.bnr.nl/radio/bnr-spitsuur/wetenschap-vandaag/336803-1504/weekend-wetenschap-chimpansees-hoeven-niet-te-verdwalen-in-een-computerdoolhof,Weekend Science
2015-04-20 13:30:00,Предузимање мера за борбу против климатских промена,srp,http://www.srbija.gov.rs/vesti/vest.php?id=235802,Taking measures to combat climate change
2015-04-21 07:30:00,Новости RosInvest.Com: Продать за три месяца,rus,http://rosinvest.com/novosti/1191476,News Rosinvest.com: Sell in three months
2015-04-21 23:00:00,"Día Internacional de la Tierra, para crear conciencia sobre el cuidado del planeta",spa,http://www.veracruzanos.info/dia-internacional-de-la-tierra-para-crear-conciencia-sobre-el-cuidado-del-planeta/,"International Earth Day, to raise awareness about the care of the planet"
2015-04-22 11:15:00,Jak ICT wpływa na środowisko i co zmieni 5G? - eGospodarka.pl,pol,"http://www.egospodarka.pl/122464,Jak-ICT-wplywa-na-srodowisko-i-co-zmieni-5G,1,38,1.html",How does ICT affect the environment and what will change 5g? - eGospodarka.pl
2015-04-22 19:45:00,.: El Sol de Margarita,spa,http://elsoldemargarita.com.ve/posts/post/id:149131/Hoy-se-celebra-el-d%C3%ADa-mundial-de-la-Tierra,.: Margarita's sun
2015-04-23 08:15:00,"광주광역시 북구, 다양한 수목식재 본촌근린공원 탄소� �감 생활환경숲 조성",kor,http://bizeco.kr/news/newsview.php?ncode=1065596376703318,"Buk -gu, Gwangju Metropolitan City, various tree category Bonchon Neighborhood Park Carbon"
2015-04-23 19:00:00,Lider - Svijet,bos,http://liderpress.hr:80/biznis-i-politika/svijet/kako-ce-europa-rijesiti-problem-migranata/,Leader - the world
2015-04-24 12:30:00,GDF Suez va changer de nom pour s'appeler Engie,fra,http://lexpansion.lexpress.fr/actualites/1/actualite-economique/gdf-suez-va-changer-de-nom-pour-s-appeler-engie_1674546.html,GDF Suez will change its name to be called Engie
2015-04-25 03:30:00,Educadores se reúnen con destacado profesor panameño,spa,http://www.lavozdelsandinismo.com/nicaragua/2015-04-24/educadores-se-reunen-con-destacado-profesor-panameno/,Educators gather with outstanding Panamanian professor
2015-04-25 21:45:00,.:( L'opinion ):.,fra,http://www.lopinion.ma/def.asp?codelangue=23&info=1105&date_ar=2015-4-25%2022:30:00,.:( L'opinion ):.
2015-04-26 20:00:00,18e JNP: les problèmes de l'agriculture familiale cherchent solutions,fra,http://www.fasopresse.net/societe/4217--18e-jnp-les-problemes-de-lagriculture-familiale-cherchent-solutions?5e90491fecb379c63acce1d6f2f74023=b3989f2eb904967b317d1b9fbab9c05b,18th JNP: The problems of family farming seek solutions
2015-04-27 12:30:00,Una mirada al futuro,spa,http://www.larioja.com/internacional/asia/201504/27/mirada-futuro-20150427121605-rc.html,A look to the future
2015-04-28 04:30:00,Untitled,fra,http://www.fasopresse.net/societe/4222-jnp-le-gouvernement-promet-de-poursuivre-la-subvention-des-intrants?5e90491fecb379c63acce1d6f2f74023=a6fe0a64556ad40c8812f9ef5853d87d,Untitled
2015-04-28 15:00:00,Áder: a klímaváltozásnak komoly migrációs hatásai is lehetnek,hun,http://www.haon.hu/ader-a-klimavaltozasnak-komoly-migracios-hatasai-is-lehetnek/2820861,Áder: Climate change can also have serious migration effects
2015-04-29 01:15:00,"La iniciativa Yasuní-ITT fracasó por razones de poder, afirma Correa",spa,http://www.confirmado.net/la-iniciativa-yasuni-itt-fracaso-por-razones-de-poder-afirma-correa/,"The Yasuní-Itt initiative failed for reasons of power, says Correa"
2015-04-29 14:00:00,"Metroul spre Otopeni, surse noi de finanţare",ron,http://www.antena3.ro/romania/metroul-spre-otopeni-surse-noi-de-finantare-292038.html,"Metro to Otopeni, new sources of financing"
2015-04-30 04:45:00,"Ancaman Krisis Air Indonesia, Petaka atau Tantangan?",ind,http://lifestyle.kompasiana.com/urban/2015/04/30/ancaman-krisis-air-indonesia-petaka-atau-tantangan-741852.html,"The threat of Indonesian water crisis, disaster or challenge?"
2015-04-30 17:45:00,Documentário francês sobre geleiras fechará o Festival de Cannes - 30/04/2015 - Ilustrada,por,http://www1.folha.uol.com.br/ilustrada/2015/04/1623128-documentario-frances-sobre-geleiras-fecha-o-festival-de-cannes.shtml,French Documentary about glaciers will close the Cannes Festival - 30/04/2015 - Illustrated
2015-05-01 10:15:00,Skal guderne redde miljøet?,dan,http://www.information.dk/comment/1007623,Should the gods save the environment?
2015-05-02 09:30:00,عندما كررت إيران خطأ مصر في اليمن,ara,http://anbaaonline.com/?p=323458,When Iran repeated Egypt's mistake in Yemen
2015-05-03 12:30:00,Untitled,fra,http://www.lejournaldevitre.fr/16472/kia-sorento/,Untitled
2015-05-04 12:45:00,Her møtes miljøvernledere fra hele verden i dag,nor,http://www.nrk.no/nordland/her-motes-miljovernledere-fra-hele-verden-i-dag-1.12343011,"Here, environmental protection leaders from around the world meet today"
2015-05-05 07:15:00,Panamá tendrá un plan de protección de tortugas,spa,http://laestrella.com.pa/vida-de-hoy/panama-tendra-plan-proteccion-tortugas/23863302,Panama will have a turtle protection plan
2015-05-05 20:30:00,bill clinton fara' il conferenziere strapagato anche durante la campagna elettorale di hillary,ita,http://www.dagospia.com/rubrica-3/politica/clinton-vuol-dire-cash-milionario-bill-continuer-partecipare-99874.htm,Bill Clinton will make the dismissed conferences also during the Hillary election campaign
2015-05-06 14:15:00,Exzellenz braucht Austausch - DAAD,deu,https://www.daad.de/der-daad/daad-aktuell/de/34606-exzellenz-braucht-austausch/,Excellence needs exchange - daad
2015-05-07 04:45:00,A rezsicsökkentés tetszik a briteknek,hun,http://www.origo.hu/nagyvilag/20150424-nagy-britannia-hamarosan-valaszt.html,The overhead cuts like the British
2015-05-07 15:00:00,La R&D une priorité pour les oléagineux,fra,http://lnt.ma/la-rd-une-priorite-pour-les-oleagineux/,R&D a priority for oilseeds
2015-05-08 08:30:00,Augsburger Forscher wollen ökologischen Beton entwickeln,deu,"http://www.schwaebische.de/region/bayern_artikel,-Augsburger-Forscher-wollen-oekologischen-Beton-entwickeln-_arid,10228613.html",Augsburg researchers want to develop ecological concrete
2015-05-09 00:15:00,Problemas de e com Francisco - Opinião,por,http://www.dn.pt/inicio/opiniao/interior.aspx?content_id=4558148&seccao=Anselmo+Borges&tag=Opini%EF%BF%BDo+-+Em+Foco,Problems of and with Francisco - Opinion
2015-05-09 22:15:00,Plaga devora plantíos de café,spa,http://www.am.com.mx/leon/mexico/plaga-devora-plantios-de-cafe-200916.html,Devora plague coffee plantations
2015-05-10 23:45:00,.:( L'opinion ):.,fra,http://www.lopinion.ma/def.asp?codelangue=23&info=1105&date_ar=2015-5-11%200:30:00,.:( L'opinion ):.
2015-05-11 17:15:00,Ces vaches vont produire de l'électricité �  Haravilliers,fra,http://www.leparisien.fr/haravilliers-95640/ces-vaches-vont-produire-de-l-electricite-a-haravilliers-11-05-2015-4763385.php,These cows will produce electricity in haravilliers
2015-05-12 08:45:00,ROUNDUP 2: USA erlauben Shell Bohrungen in der Arktis - Umweltschützer empört (379835023),deu,http://www.boersennews.de/nachrichten/artikel/roundup-2--usa-erlauben-shell-bohrungen-in-der-arktis-umweltschuetzer-empoert/379835023,Roundup 2: USA Allow Shell to take hole in the Arctic - Environmentalists are outraged (379835023)
2015-05-12 22:30:00,Los fósiles ayudan a informar en las políticas de conservación marina,spa,http://www.chiriquion.com/noticias/ultima-hora/33124-los-fosiles-ayudan-a-informar-en-las-politicas-de-conservacion-marina.html,Fossils help inform in marine conservation policies
2015-05-13 17:00:00,Vicepresidenta pide a la FAO fortalecer trabajo con la mujer rural,spa,http://www.entornointeligente.com/articulo/5914824/Vicepresidenta-pide-a-la-FAO-fortalecer-trabajo-con-la-mujer-ruralnbsp,Vice President asks FAO to strengthen work with rural women
2015-05-14 12:45:00,.:( L'opinion ):.,fra,http://www.lopinion.ma/def.asp?codelangue=23&info=1105&date_ar=2015-5-14%2013:30:00,.:( L'opinion ):.
2015-05-15 04:45:00,Compte rendu du conseil des ministres du 13 Mai 2015,fra,http://www.fasopresse.net/conseils-des-ministres/4262-compte-rendu-du-conseil-des-ministres-du-13-mai-2015?5e90491fecb379c63acce1d6f2f74023=d20bf44000071ed1b4aaca9330fa21f7,"Review of the Council of Ministers of May 13, 2015"
